CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
35.360.651/0001-77;2026-01-01;1;2026-01-31;103;;;;;;;;;;;;;;;;242080892.14;131752536.66;118735.7149;1109.6285289642;0.000106830960198683;;0.056754;0.013162;0.043592;
35.360.687/0001-50;2026-01-01;1;2026-01-31;8745;;;;;;;;;;;;;;;;228336557.56;225736711.97;2526360;89.3525514851407;0.00073014707515499;;0.015556;0.004872;0.010684;
35.449.574/0001-26;2026-01-01;1;2026-01-31;2;;;;;;;;;;;;2;;;;63069590.57;62991932.63;58162833.23;1.08302723804571;0.000159;3.2E-05;-0.001159;-0.001159;0;0
35.507.262/0001-21;2026-01-01;1;2026-01-30;2464;;;;;;;;;;;;;;;;469966878.23;459058454.12;51685917;8.88169313354738;0.000666;2.5E-05;0.011065;0.002039;0.009026;0
35.507.457/0001-71;2026-01-01;1;2026-01-31;82421;;;;;;;;;;;;;;;;1413725605.16;1400215464.61;18399378;76.1012391076481;0.000652576094961574;;0.015203;0.006605;0.008598;
35.507.610/0001-60;2026-01-01;1;2026-01-31;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;526114652.95;525933239.9;3538046.45;148.650744791663;0.000117;0;0.265832;0.265832;0;0
35.586.415/0001-73;2026-01-01;1;2026-01-30;386;;;;;;;;;;;;;;;;477437584.05;317997477.13;3288000;96.7145611709246;0.000418;2.5E-05;0.006602;0.000807;0.005795;0
35.652.081/0001-99;2026-01-01;2;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;421121236.18;400192199.38;341246;1172.73814;0.000183;0;0.00677;0.00338;0.00339;0
35.652.102/0001-76;2026-01-01;1;2026-01-30;171617;171154;346;0;0;0;29;5;10;1;0;1;28;38;0;5;2942944448.49;2928324176.15;27130067;107.936489;0.000577;0;0.006024;0.001726;0.004298;0
35.652.174/0001-13;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;21259049.22;19232948.08;461030;41.717346;0.001107;0;-0.000921;-0.004669;0.003748;0
35.652.227/0001-04;2026-01-01;1;2026-01-30;238;233;1;0;0;0;0;0;0;0;0;0;1;3;0;0;42781529.34;42119441.23;640199;65.79117;0.00099;0;0;0;0;0
35.652.252/0001-80;2026-01-01;1;2026-01-30;2362;2348;7;0;0;0;0;0;0;0;0;0;5;2;0;0;62211947.53;55209192.82;612282;90.169551;0.000916;0;0.032641;0.014326;0.018315;0
35.652.278/0001-28;2026-01-01;1;2026-01-30;532;531;1;0;0;0;0;0;0;0;0;0;0;0;0;0;980973321.26;980137401.25;5563126;176.184649;0.000208;0;0.007259;0.000124;0.007135;0
35.688.460/0001-39;2026-01-01;1;2026-01-30;120;;;;;;;;;;;;;;;;416827094.53;314099604.35;3370000;93.2046303709199;0.000712;2.5E-05;-0.005421;-0.005421;0;0
35.689.497/0001-81;2026-01-01;1;2026-01-30;131;;;;;;;;;;;;;;;;148931580.03;147788152.52;1640000;90.1147271463415;0.000165;2.5E-05;0.025914;0.015881;0.010033;0
35.689.670/0001-41;2026-01-01;1;2026-01-31;128;;;;;;;;;;;;;;;;31868087.61;31813598.44;323200;98.433163490099;0.000766239947548668;;9.6E-05;9.6E-05;;
35.689.733/0001-60;2026-01-01;1;2026-01-31;1392;;;;;;;;;;;;;;;;39084706.11;38777783.12;481757;80.492412398782;0.000468943517057867;;-0.000813;-0.007233;0.00642;
35.704.849/0001-20;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;362089333.63;196581599.7;2201693.4442;89.2865445086653;0.000122151310380246;;0.004776;0.004776;;
35.705.463/0001-33;2026-01-01;1;2026-01-31;15952;;;;;;;;;;;;;;;;710546866.55;683820593.22;6687035;102.260657110364;0.000905342828423455;;-0.035358;-0.042381;0.007023;
35.705.542/0001-44;2026-01-01;1;2026-01-31;58;;;;;;;;;;;;;;;;260829122.27;251520591.28;1042957.2531;241.160978105671;0.000745470973353701;;0.005587;0.005587;;
35.725.659/0001-90;2026-01-01;2;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;43596070.15;43418210.63;37754.86778822;1150.0029843449;0.000151029254887559;0.000158277365655684;0.006773;0.003548;0.003225;0
35.754.164/0001-99;2026-01-01;1;2025-12-31;27129;27049;39;1;0;0;19;4;0;0;0;0;15;0;0;2;449318935.04;445341073.96;4991535;89.219263;0.000126;0;0.00605814;-0.00032852;0.00638666;0
35.755.044/0001-06;2026-01-01;1;2026-01-30;1023;;;;;;;;;;;;;;;;78758051.28;78460233.47;154533.89335106;507.721845147324;0.000286;0.000189;0.008125;0.008125;0;0
35.755.232/0001-34;2026-01-01;1;2026-01-30;52;;;;;;;;;;;;;;;;70993048.77;69090713.99;117698.42168077;587.014787482815;2.5E-05;1.7E-05;0.328263;0.328263;0;0.31747
35.765.826/0001-26;2026-01-01;1;2026-01-31;13081;;;;;;;;;;;;;;;;377201968.65;368872369.34;4824987;76.4504379680194;0.00061753511223292;;0.002835;-0.001605;0.00444;
35.765.889/0001-82;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;489046889.25;424838823.12;2322238.7854156;182.943642913952;4.3E-05;0;-0.01852;-0.01852;0;0
35.765.907/0001-26;2026-01-01;1;2026-01-31;2;;;;;;;;;;;;;;;;3436143400.08;3207112847.99;29824491.4159;107.532859597405;0.000130983373492229;;-0.001479;-0.001479;;
35.819.314/0001-03;2026-01-01;1;2026-01-31;2;;;;;;;;;;;;;;;;101959987.58;96478656.12;881531660.340678;0.109444346085896;0;;0.009908;0.009908;;
35.820.768/0001-96;2026-01-01;1;2026-01-30;88;76;6;;;;;;;;;;1;5;;;84549963.31;83462409.14;47485;1757.65840033695;0.00027;0;-0.000897;-0.000897;0;0
35.864.448/0001-38;2026-01-01;1;2026-01-30;256013;;;;;;;;;;;;;;;;1987942812.6;1778215373.83;202202385;8.79423540840035;0.001008;5.6E-05;0.00974;-0.000489;0.010229;0
35.880.201/0001-05;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;208732930.74;207735742.95;373790297.260055;0.555754776067591;0;;0.001931;0.001931;;
36.098.375/0001-83;2026-01-01;2;2026-01-30;106;;;;;;;;;;;;;;;;121848446.53;120950379.37;775015;156.06198508;0.000414;0;0.006487;7.9E-05;0.006408;0
36.200.654/0001-06;2026-01-01;1;2026-01-31;111;;;;;;;;;;;;;;;;435708020.3;433623402.37;3247155.91672272;133.539446053963;0.00119608138574922;;0.002979;0.002975;4E-06;
36.200.701/0001-11;2026-01-01;1;2026-01-31;2;;;;;;;;;;;;;;;;13407767.21;11387130.96;469760.1875;24.2403065713184;0.000275561070740509;;0.001393;0.001393;;
36.244.015/0001-42;2026-01-01;1;2026-01-30;63720;63661;50;0;0;0;1;0;0;0;0;0;6;1;0;1;306176853;305365567.56;29864091;10.22517536;0.002362;0;0.01770438;0.01482619;0.00287819;0
36.258.924/0001-30;2026-01-01;1;2026-01-30;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;294049256.47;4440440.64;71.89;61767.1531506468;0.0043;0.0002;-0.026106;-0.026106;0;0
36.258.924/0001-30;2026-02-01;1;2026-02-27;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300006889.37;2715567.59;71.89;37773.9266935596;0.007;0.0004;-0.388446;-0.388446;0;0
36.293.425/0001-83;2026-01-01;2;2026-01-30;9362;;;;;;;;;;;;;;;;73898352.61;73276908.35;900494;81.3741217;0.000249;0;0.02042;0.012828;0.007592;0
36.312.025/0001-78;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;140294009.94;130905174.61;250017.63238208;523.583770323643;0.0001;0;0.004178;0.004178;0;0
36.312.772/0001-06;2026-01-01;2;2026-01-30;7699;;;;;;;;;;;;;;;;52982943.43;52402893.53;748151;70.04320455;0.000249;0;0.025095;0.015095;0.01;0
36.368.925/0001-37;2026-01-01;1;2026-01-31;681;;;;;;;;;;;;;;;;759229866.4;412632590.41;4066022;101.483117998378;0.000164908302401387;;0.029324;-0.000231;0.029555;
36.420.742/0001-13;2026-01-01;1;2026-01-30;5;;;;;;;;;;;;;;;;1197448022.1;1195563969.87;10946233.9437804;109.221488962358;0.00076;0;0.00036;-0.004798;0.005158;0
36.445.551/0001-06;2026-01-01;1;2026-01-31;57;;;;;;;;;;;;;;;;22511931.35;22427511.97;492650;45.5242301228052;0.000912856496404313;;-0.000409;-0.000675;0.000266;
36.445.587/0001-90;2026-01-01;1;2026-01-30;39844;;;;;;;;;;;;;;;;227398678.22;209608141.81;26946220;7.778759;0.00048;0;-0.01193907;-0.03751458;0.02557551;0
36.501.128/0001-86;2026-01-01;1;2026-01-30;150513;150204;288;0;0;0;10;0;0;0;0;0;5;6;0;0;2556159967.41;1765815892.73;18851720;93.66868873132;0.00108347940341736;1.68209381976276E-05;0.000488;-0.01008;0.010568;0
36.501.159/0001-37;2026-01-01;2;2026-01-30;46;43;0;0;0;0;0;0;0;0;0;0;2;1;0;0;239955523.6;187994947.47;1600000;117.496842;0.000125;0;0.010733;0.005786;0.004947;0
36.501.181/0001-87;2026-01-01;1;2026-01-30;2348;2325;4;0;0;0;2;1;1;0;0;0;8;7;0;0;146916488.97;140709122.42;1500598;93.76869916;0.000299;0;0.00216758;-0.00877966;0.01094724;-0.94197
36.501.198/0001-34;2026-01-01;1;2026-01-30;1714;1699;4;;;;1;1;;;;;2;7;;;81987276.9;81622819.25;750000;108.830425666667;0.000697405217352867;0;0.00369;-7.7E-05;0.003767;0
36.501.210/0001-00;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;1;;;;145720343.67;144584994.58;1134132.23495008;127.485129268338;8.03983154252437E-05;1.67496634559821E-05;0.016873;0.007165;0.009708;0
36.501.233/0001-15;2026-01-01;1;2026-01-30;17487;;;;;;;;;;;;;;;;356495002.03;345067610.05;36549445;9.44111764351005;0.000742978107863706;1.56416303437402E-05;0.013711;0.002456;0.011255;0
36.501.249/0001-28;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;705875254.85;606791719.1;237059.33739217;2559.66175293984;0.000111661049199048;2.18071532347647E-06;0.000159;0.000159;0;0
36.517.660/0001-91;2026-01-01;1;2026-01-31;908;;;;;;;;;;;;;;;;73311973.57;73075666.34;764452;95.5922233704667;0.000834;0;-0.000236;-0.001385;0.001149;0
36.532.530/0001-28;2026-01-01;1;2026-01-30;10;9;;;;;1;;;;;;;;;;81676387.41;81028362.74;3600;22507.8785388889;8.3E-05;0;-0.000493;-0.000493;0;0
36.642.219/0001-31;2026-01-01;1;2026-01-30;45147;45007;115;0;0;0;8;1;0;0;0;0;3;13;0;0;852954755.33;776837947.04;8807885;88.198012;0.000996;0;-0.00022;-0.005709;0.005489;0
36.642.244/0001-15;2026-01-01;1;2026-01-30;38037;37981;42;0;0;0;7;0;1;0;0;0;1;5;0;0;748715464.72;693765025.57;5982736;115.961163;0.000682;0;0.004848;-0.001679;0.006527;0
36.642.275/0001-76;2026-01-01;1;2026-01-30;141;76;1;0;0;0;1;0;0;0;0;0;2;61;0;0;223540402.14;221911297.87;2623752;84.577848;0.001421;0;-0.008654;-0.007274;-0.00138;0
36.642.293/0001-58;2026-01-01;2;2026-01-30;37891;37821;59;0;0;0;2;0;0;0;0;0;3;6;0;0;455821692.19;455375391.67;4789190;95.08401;0.000838;0;0;0;0;0
36.642.311/0001-00;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;236445799.14;236312911.29;1941075;121.743318;5.6E-05;0;0;0;0;0
36.655.973/0001-06;2026-01-01;1;2026-01-30;88528;88253;230;0;0;0;6;1;0;0;0;1;20;16;0;1;1163526408.19;1161733177.52;111598921;10.409896;0.001;0;0;0;0;0
36.669.535/0001-05;2026-01-01;1;2026-01-30;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;7571865.81;7493922.78;79565;94.18617206;0.005017;0;0.01252481;-0.0054266;0.01795141;0
36.669.660/0001-07;2026-01-01;1;2026-01-31;102782;;;;;;;;;;;;;;;;375898596.53;372595623.95;44196050;8.43051865381635;0.00038061354155633;;0.022475;0.014055;0.00842;
36.673.421/0001-20;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21680436.32;8482044.06;74908.4794;113.23209501;0.001768;0;0.03993327;0.03993327;0;0
36.731.458/0001-68;2026-01-01;1;2026-01-30;1;;1;;;;;;;;;;;;;;79308655.1;66194431.49;47229.2564;1401.55565714136;0.0003;0;0.004905;0.004905;0;0
36.741.215/0001-00;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;86718754.12;85918059.48;31193805.0801179;2.75433084419579;0.00579473702052005;0.000337697454709786;-0.000587;-0.000587;0;0
36.771.692/0001-19;2026-01-01;1;2026-01-30;385437;;;;;;;;;;;;;;;;1537469920.56;1427805141.77;164721683;8.667985;0.001284;0;0.00786606;-0.00020796;0.00807402;0
36.814.809/0001-02;2026-01-01;1;2026-01-31;5;;;;;;;;;;;;4;1;;;26825013.44;26208640.36;3042600;8.61389612831131;0.002257;0.000114;0.010661;0.010661;0;0
36.846.817/0001-22;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;;1;;;8399943.72;6167336.7;6300.4678;978.869648;0.000622;0;0.00051511;0.00051511;0;0
36.885.948/0001-19;2026-01-01;1;2026-01-30;2;;;1;;;;;;;;;;1;;;151541859.95;146115688.07;44820.58926127;3260.01265218216;0.0002;0;-0.000121;-0.000121;0;0
36.885.989/0001-05;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;147460558.1;136221187.1;64176.75;2122.59404067672;0;0;-0.000276;-0.000276;0;0
36.930.464/0001-44;2026-01-01;2;2026-01-30;219;;;;;;;;;;;;;;;;788437540.99;788070084.79;6373961;123.63898756;0.000305;0;0.006641;8.9E-05;0.006552;0
36.969.658/0001-53;2026-01-01;1;2026-01-30;89;69;18;0;0;1;0;0;0;0;0;0;1;0;0;0;114000525.45;113155659.24;762353.03714333;148.429472602371;0.006254172126725;0.000763671482101649;-0.000499;-0.000499;0;0
37.087.810/0001-37;2026-01-01;1;2026-01-30;80230;80124;90;0;0;0;4;0;0;0;0;0;6;5;0;1;1378507769.9;1377513358.51;14044908;98.07920127;4.4E-05;0;0.00751886;0.00301915;0.00449971;0
37.112.770/0001-36;2026-01-01;1;2026-01-31;4103;;;;;;;;;;;;;;;;115213932.04;114013451.14;1334562;85.4313633536696;0.0010187464622694;;0.005526;-0.003803;0.009329;
37.180.091/0001-02;2026-01-01;1;2026-01-30;7187;7167;7;;1;;1;;;;;;7;4;;;315281929.82;311613842.15;4003900;77.8275786483179;0.000415;9E-06;0.026475;0.015127;0.011348;0
37.262.531/0001-62;2026-01-01;1;2026-01-30;116;;;;;;;;;;;;;;;;89797171.23;86919751.47;98902.19786;878.845499399704;0.000173;0.000173;-6.7E-05;-6.7E-05;0;0
37.262.752/0001-30;2026-01-01;1;2026-01-30;40;;;;;;;;;;;;;;;;258249754.53;231881277.79;742484;312.304747024852;5.2E-05;5.2E-05;-0.002446;-0.020557;0.018111;0.036368
37.266.902/0001-84;2026-01-01;1;2026-01-30;9;;;;;;;;;;;;;;;;27402860.4;27326418.45;2376;11501.0178661616;0.00075;0;-0.003613;-0.003613;0;0.048517
37.295.919/0001-60;2026-01-01;1;2026-01-30;456459;;;;;;;;;;;;;;;;2834269085.36;2753589125.34;289186438;9.52184737;0.000794;0;0.03003133;0.02113035;0.00890098;0
37.295.952/0001-90;2026-01-01;1;2026-01-30;6;2;1;0;0;0;0;0;0;0;0;0;0;3;0;0;26075957.18;20021586.56;22207.80401631;901.55634232433;0.000449514826061816;0.000149838275353939;-0.031699;-0.031699;0;0
37.433.832/0001-01;2026-01-01;1;2026-01-30;3;;;;;;;;;;;;;3;;;17888446.9;17867701.92;318583.26037373;56.0848736968772;0;0;0;0;0;0
37.899.356/0001-19;2026-01-01;1;2026-01-30;27;24;1;0;0;0;0;0;0;0;0;0;2;0;0;0;113664467.15;113380831.44;1139780;99.476067;0.000676;0;0;0;0;0
37.899.400/0001-90;2026-01-01;1;2026-01-31;50;;;;;;;;;;;;;;;;152124250.41;145021247.08;144332;1004.77542804091;0;;-0.000178;-0.000178;;
37.899.479/0001-50;2026-01-01;1;2026-01-31;3429;;;;;;;;;;;;;;;;177834583.22;175627987.98;1893505;92.752851447448;0.000790168762941151;;0.022389;0.010945;0.011444;
37.931.298/0001-63;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;88251831.64;81722781.99;1553281.61048459;52.612984946435;0.0003;0;-0.001251;-0.001251;0;0
37.950.819/0001-20;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;572550716.2;570163788.33;480625452;1.186295;0.000568;0;0.012893;0.00646;0.006433;0
38.293.862/0001-22;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;212124339.95;128117269.86;1309074;97.868623;0.000167;0;0.006309;-0.001774;0.008083;0
38.293.897/0001-61;2026-01-01;1;2026-01-30;4207;4178;9;0;0;0;0;1;0;0;0;1;14;4;0;0;136278371.88;131749955.08;1453859;90.620862;0.000886;0;0;0;0;0
38.293.921/0001-62;2026-01-01;1;2026-01-30;856;;;;;;;;;;;;;;;;222370884.85;169980327.08;17100937;9.939825;0.001001;0;0.00339763;-0.00012313;0.00352076;0
38.294.086/0001-85;2026-01-01;1;2026-01-30;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;640784577.5;487414413.77;5000000;97.482883;0.000102;0;-0.046132;-0.047388;0.001256;0
38.294.329/0001-85;2026-01-01;1;2026-01-30;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;63483676.81;63395215.9;645783;98.167985;0.000957;0;0;0;0;0
38.376.805/0001-07;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;13655112.63;13609637.51;87884;154.859104160029;0.00064;0.00064;0.008044;0.008044;0;0
38.456.508/0001-71;2026-01-01;1;2026-01-30;659;653;2;0;0;0;1;0;0;0;0;0;3;0;0;0;51084150.55;50702131.65;462706.9622;109.57719636;0.000349;0;-0.00423827;-0.01145543;0.00721716;0
38.456.598/0001-09;2026-01-01;1;2026-01-30;80;49;0;0;0;1;28;0;0;0;0;0;2;0;0;0;27119844.8;23180810.88;77495;299.12653565;0.000889;0;-0.0017746;-0.0017746;0;0
38.498.758/0001-74;2026-01-01;1;2026-01-30;10;1;0;0;0;0;0;0;0;0;0;0;3;6;0;0;231075882.29;217533334.82;2403057.6663;90.52355999;0.005642;0;-0.0015948;-0.0015948;0;0
38.658.984/0001-75;2026-01-01;1;2026-01-30;12261;12245;9;0;0;0;0;2;0;0;0;0;5;0;0;0;377706417.1;374665086.21;3924500;95.46823448;0.000105;0;0.00851098;0.00064986;0.00786112;0
39.317.176/0001-07;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;126527138.62;88601078.17;40603.5461;2182.10197581733;9.12680767211932E-05;;0.000924;0.000924;;
39.332.032/0001-20;2026-01-01;1;2026-01-31;119;;;;;;;;;;;;;;;;148678242.24;148177316.61;133414;1110.65792652945;0.000706063737645924;;0.006723;0.004182;0.002541;
39.347.413/0001-82;2026-01-01;1;2026-01-30;235;221;13;;;;;;;;1;;;;;;145101171.33;143721908.37;1122000;128.094392486631;0.000607;0;0.006691;0.000497;0.006194;0
39.583.723/0001-04;2026-01-01;1;2026-01-30;102;100;2;0;0;0;0;0;0;0;0;0;0;0;0;0;123714582.8;123672678;39800.4630333;3107.31756805257;8.08E-05;0;0.004531;0.004531;0;0
39.583.723/0001-04;2026-02-01;1;2026-02-27;102;100;2;0;0;0;0;0;0;0;0;0;0;0;0;0;124517736.13;124474117.01;39800.4630333;3127.45399232807;8E-05;0;0.00648;0.00648;0;0
39.591.218/0001-01;2026-01-01;1;2026-01-30;127;;;;;;;;;;;;;;;;47552855.35;42536549.16;29735.2499;1430.50922208;0.000793;0;0.04522037;0.04522037;0;0
39.714.024/0001-48;2026-01-01;1;2026-01-31;527;;;;;;;;;;;;;;;;365174157.17;336740617.68;1164647;289.135349749752;0.00029;0;0.006896;0.006896;0;0
39.753.295/0001-02;2026-01-01;1;2026-01-30;19601;19528;55;0;0;0;10;3;0;0;0;0;3;0;0;2;403631522.23;396710585.75;39761584;9.97723294;0.000142;0;0.00205134;-0.00985748;0.01190882;0
39.863.059/0001-49;2026-01-01;1;2026-01-30;2046;;;;;;;;;;;;;;;;98143141.41;97225019.73;11009500;8.831011;0.000668;0;0.01138369;0.01138369;0;0
40.010.015/0001-55;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;28883465.55;28835227.8;20.9129;1378825.92840563;0.000627;0;-0.00195526;-0.00195526;0;0
40.011.225/0001-68;2026-01-01;1;2026-01-30;26652;26610;31;0;0;0;2;0;0;0;0;0;3;6;0;0;350616593.01;350341568.61;4020635;87.13588;0.000588;0;0;0;0;0
40.011.234/0001-59;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;178553210.38;48354656.82;438679;110.227881;0.003173;0;0.004618;-0.000412;0.00503;0
40.011.251/0001-96;2026-01-01;1;2026-01-30;4077;4060;5;1;0;0;0;0;0;0;0;0;7;4;0;0;86692605.44;86572256.21;958423;90.327816;0.001091;0;0;0;0;0
40.011.279/0001-23;2026-01-01;1;2026-01-30;22;6;0;0;0;0;0;0;0;0;0;0;0;16;0;0;24246019.84;24207886.45;22980;1053.432831;0.001417;0;0;0;0;0
40.011.324/0001-40;2026-01-01;1;2026-01-30;10335;10292;20;0;0;0;4;1;0;0;0;1;13;4;0;0;180953328.22;181472797.04;19741485;9.192459;0.00111;0;0;0;0;0
40.041.603/0001-56;2026-01-01;1;2026-01-31;1290;;;;;;;;;;;;;;;;39635375.85;39575075.09;3949999;10.0190088883567;0.00124273497619787;;0.002157;0.002157;;
40.041.711/0001-29;2026-01-01;1;2026-01-30;9307;;;;;;;;;;;;;;;;9162315.07;1295190.98;2529966;0.511940073502964;0.019302;0;0.33493;0.33493;0;0
40.041.723/0001-53;2026-01-01;1;2026-01-31;3038;;;;;;;;;;;;;;;;217468239.76;210104780.98;2000000;105.05239049;0.000713162257903418;;0.002749;-0.001055;0.003804;
40.054.838/0001-82;2026-01-01;1;2026-01-30;8;4;0;1;0;0;0;0;0;0;0;0;0;0;0;3;7779738.03;7675153.72;855000;8.976788;0.001993;0;0;0;0;0
40.054.913/0001-05;2026-01-01;1;2026-01-31;12;;;;;;;;;;;;;;;;10734208.73;10219033.87;417875.0146;24.4547616224002;0.0477573218964192;;-0.007389;-0.007389;;
40.063.899/0001-06;2026-01-01;1;2026-01-30;3;2;;1;;;;;;;;;;;;;102378563.09;101408077.95;70287.92540601;1442.752469421;0.00899905913264575;0;0.004917;0.004917;0;0
40.063.899/0001-06;2026-02-01;1;2026-02-27;3;2;;1;;;;;;;;;;;;;109544704.26;108486028.36;77667.08563135;1396.8082808583;0.00923322491515718;0;-0.031844;-0.031844;0;0
40.102.445/0001-05;2026-01-01;1;2026-01-30;101;99;0;0;0;0;1;0;0;0;0;0;0;1;0;0;73688194.3;73593293.39;66811;1101.514622;0.001122;0;0.000468;0.000363;0.000105;0
40.189.596/0001-34;2026-01-01;1;2026-01-30;11535;;;;;;;;;;;;;;;;232734279.46;231116685.67;2090621;110.549298830348;0.000485;0;0.006813;0.000298;0.006515;0
40.225.262/0001-79;2026-01-01;1;2026-01-31;15;;;;;;;;;;;;;;;;233930084.12;233856020.32;1814306;128.895577879365;6.3E-05;0;-0.000103;-0.000103;0;0
40.346.049/0001-15;2026-01-01;1;2026-01-31;1;;;;;;1;;;;;;;;;;509637563.71;409024302.37;3384680;120.845782280747;0.000502;0;0.001316;0.001316;0;0
40.346.049/0001-15;2026-02-01;1;2026-02-28;1;;;;;;1;;;;;;;;;;509470439.98;408996127.37;3384680;120.837458007847;0.000502;0;-6.9E-05;-6.9E-05;0;0
40.414.001/0001-05;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;79678362.51;59428990.55;57500000;1.033548;0.000303;0;-0.00137781;-0.00137781;0;0
40.575.940/0001-23;2026-01-01;1;2025-12-31;2456;2442;8;0;0;0;2;1;0;0;0;0;3;0;0;0;250035707.48;160077846.5;11733220;13.64313006;0.000109;0;0.01371954;0.00561163;0.00810791;0
40.837.664/0001-24;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;23625787.24;23584882.13;874.7666083;26961.3424954963;0.00140776450850976;0;-0.000254;-0.000254;0;0
40.886.241/0001-02;2026-01-01;1;2026-01-30;165;162;1;0;0;0;1;0;0;0;0;0;0;1;0;0;441671386.73;441203809.79;3851187;114.563071;0.000466;0;0.013699;0.007502;0.006197;0
40.886.521/0001-02;2026-01-01;1;2026-01-31;1;;;;;;;;;;;;;;;;171215371.59;118885438.08;863800;137.630745635564;0.00109380603798167;;0.001506;0.001506;;
40.887.170/0001-54;2026-01-01;1;2026-01-31;52;;;;;;;;;;;;;;;;23210942.27;21868954.3;231547;94.4471502545919;0.00177713344071509;;-0.00166;-0.00166;;
40.944.707/0001-70;2026-01-01;1;2026-01-30;49;;;;;;;;;;;;;;;;49182257.07;49101893.79;54639.555781;898.651042969759;0.000492;0;-0.000744;-0.000744;0;0
40.944.736/0001-32;2026-01-01;1;2026-01-31;12;1;;;;;;;;;;;;11;;;25114423.5;9417001.4;2000;4708.5007;0.00562610938976817;0.000750149617690404;-0.002802;-0.002802;0;0
40.944.736/0001-32;2026-02-01;1;2026-02-28;12;1;;;;;;;;;;;;11;;;25103847.08;9383638.95;2000;4691.819475;0.00752814983359947;0.00100375558460718;-0.003543;-0.003543;0;0
41.076.380/0001-25;2026-01-01;1;2026-01-30;9776;9697;60;1;0;0;2;0;0;0;0;0;14;1;0;1;105157662.23;105010036.57;10909315;9.625722;0.000892;0;0;0;0;0
41.076.564/0001-95;2026-01-01;1;2026-01-30;220980;220692;217;0;0;0;17;3;0;0;0;0;31;18;0;2;3027585985.97;2951955702.71;35225947;83.800606;0.000862;0;0;0;0;0
41.076.710/0001-82;2026-01-01;1;2026-01-30;36122;36069;38;0;0;0;5;1;0;0;0;0;5;4;0;0;444873177.37;414645157.57;4200000;98.725038;0.000611;0;0;0;0;0
