CNPJ_Fundo_Classe;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
13.020.465/0001-56;2026-01-01;1;10093801.64;750.11;10093051.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2849.89;0;0;2849.89;0;23054739.4;0;0;0;0;0;0;0;157033.49;23211772.89
13.022.994/0001-99;2026-01-01;1;3631766.15;5613.12;0;0;3626153.03;1412053100;1412053100;0;1412053100;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8359245.66;6452209.26;0;1907036.4;2810823.32;79254.17;0;0;0;533047.15;0;0;52778.49;2564687.21;6040590.34
13.125.823/0001-95;2026-01-01;1;35778.52;1972.88;;;33805.64;10034000;10034000;10034000;;;;;;;;;;;;;;;;;;;;;;;;;;;859590.62;759770.49;;99820.13;;12906.6;;;;;8775613.77;;;9753.08;8798273.45
13.320.290/0001-00;2026-01-01;1;1203760.42;197.04;0;0;1203563.38;747.07;0;0;0;0;0;0;0;0;0;0;0;;0;0;747.07;0;0;0;0;0;0;;0;0;;0;0;0;307663542.87;1814560.63;0;305848982.24;0;13500;0;0;0;0;0;0;0;0;13500
13.371.132/0001-71;2026-01-01;1;156770700.33;10000;156760700.33;0;0;2131579899.76;1867210200.63;0;1867210200.63;0;0;0;0;0;0;0;0;;0;0;204034750.07;0;0;0;0;0;0;;60334949.06;0;;0;0;0;11375888.22;11359057.66;0;16830.56;9968317.44;1152670.09;0;135000000;0;0;0;0;0;33222.92;146154210.45
13.500.306/0001-59;2026-01-01;1;5822307.71;5075.35;0;0;5817232.36;67895584.15;67895584.15;0;67895584.15;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3020579.01;210217.27;2800000;10361.74;1334933.98;69088.04;0;0;0;0;0;0;0;34773.74;1438795.76
13.509.993/0001-73;2026-01-01;1;2366679.86;951322.29;0;0;1415357.57;21635000;1435000;0;0;0;1435000;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;20200000;4903488.23;0;4879098.97;24389.26;0;20000;0;0;0;0;0;0;0;4730263.63;4750263.63
13.551.286/0001-45;2026-01-01;2;13988311.06;213.22;0;0;13988097.84;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;206539676.43;2091987.27;0;204447689.16;0;94572.48;0;0;0;0;0;0;0;86559.01;181131.49
13.555.918/0001-49;2026-01-01;1;302570.04;691.1;301871.88;0;7.06;138274040.8;63499000;63499000;0;0;0;0;0;60184798.21;0;0;0;;0;0;4484287.86;0;0;0;0;0;0;;0;0;;0;0;10105954.73;0;0;0;0;0;25000;0;0;0;0;0;0;0;22908862.86;22933862.86
13.584.584/0001-31;2026-01-01;1;4044308.41;952041.68;3092266.73;0;0;245537338.61;245537338.61;0;0;0;0;0;245537338.61;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;186269.61;0;0;186269.61;0;48872.34;0;0;0;0;0;0;0;488745.66;537618
13.598.226/0001-88;2026-01-01;2;13819311.69;6362156.76;7457154.93;0;0;346906779.49;335183779.49;200632503.04;0;0;134551276.45;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;11723000;87020490.84;0;86995549.17;24941.67;0;5844.98;0;0;0;0;0;0;0;122492.94;128337.92
13.703.596/0001-38;2026-01-01;1;783075.24;3367.11;0;0;779708.13;64428476.54;95718000;0;95718000;0;0;0;0;0;0;0;0;;0;0;1021916.62;0;0;0;0;0;0;;0;0;;0;0;-32311440.08;228606.37;228606.37;0;0;410592.05;25884.59;0;0;0;45000;56556559.92;0;0;12515.82;57050552.38
13.726.079/0001-84;2026-01-01;1;266245578.37;31131.56;150332260.47;0;115882186.34;770064853.29;656549016.24;0;638081156;0;18467860.24;0;0;0;0;0;0;;0;0;0;0;0;0;113515837.05;0;0;;0;0;;0;0;0;6261629.3;0;0;6261629.3;0;54013.53;0;0;0;0;0;0;0;6162736.45;6216749.98
13.842.683/0001-76;2026-01-01;1;3559.16;3559.16;0;0;0;17257101.34;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;17257101.34;0;;0;0;0;0;0;0;0;0;72575.7;0;0;0;0;0;0;0;420427.98;493003.68
13.920.018/0001-53;2026-01-01;1;741243.89;741193.87;0;0;50.02;83853810.05;83800000;0;0;0;83800000;0;0;0;0;0;0;;0;0;0;0;53810.05;0;0;0;0;;0;0;;0;0;0;24586.1;0;0;24586.1;0;95836.6;0;0;0;0;0;0;0;2696325.06;2792161.66
13.920.018/0001-53;2026-02-01;1;223329.38;223278.95;0;0;50.43;83853897.67;83800000;0;0;0;83800000;0;0;0;0;0;0;;0;0;0;0;53897.67;0;0;0;0;;0;0;;0;0;0;72856.32;0;0;72856.32;0;44538.36;0;0;0;0;0;0;0;2453124.18;2497662.54
13.974.819/0001-00;2026-01-01;1;70046480.53;342.98;66766828.54;0;3279309.01;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;478605.43;0;0;478605.43;1.62;54759.28;0;0;0;0;0;0;0;213247.98;268008.88
14.056.001/0001-62;2026-01-01;1;3880979.5;8068.18;2063857.68;0;1809053.64;4192809.88;4192809.88;0;0;4192809.88;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2391799.02;0;2388085.26;3713.76;29181.93;0;0;0;0;0;0;0;1964756.91;16916.18;2010855.02
14.074.706/0001-02;2026-01-01;1;3.6;3.6;0;0;0;736244449.28;357862729.24;0;357862729.24;0;0;0;0;1316114.8;0;0;0;;0;7798331.29;81244902.98;0;0;0;0;288022370.97;0;;0;0;;0;0;0;781932.48;0;0;781932.48;0;122705.15;0;0;0;0;0;0;0;823067.21;945772.36
14.080.689/0001-16;2026-01-01;1;316203.21;634.43;0;0;315568.78;13299809.34;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;13299809.34;0;;0;0;0;338448.61;0;0;338448.61;0;17346.81;0;0;0;0;0;0;0;57575.31;74922.12
14.088.246/0001-71;2026-01-01;1;630503.28;1000.01;629503.27;0;0;93831143.59;93831143.59;0;93831143.59;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5568.51;0;0;5568.51;0;12454.15;0;0;0;0;0;0;0;30391.65;42845.8
14.149.745/0001-21;2026-01-01;1;21825371.16;1125940.47;0;0;20699430.69;652442885.84;652442885.84;0;652442885.84;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;569791.55;0;0;569791.55;0;208475.2;0;0;0;0;0;0;0;644963.44;853438.64
14.217.108/0001-45;2026-01-01;1;2219071.43;276408.28;1942663.15;0;0;400504789.98;400504789.98;56970168.65;333295621.33;0;10239000;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4431318.08;2741435.14;0;1689882.94;2123500;643245.87;0;0;0;0;0;0;0;554945.26;3321691.13
14.376.247/0001-11;2026-01-01;1;5506385.17;198.5;0;0;5506186.67;107519836.63;107483000;0;107483000;0;0;0;0;0;0;0;0;;0;0;36836.63;0;0;0;0;0;0;;0;0;;0;0;0;331018.09;329416.18;0;1601.91;0;62651.85;0;0;0;0;0;0;0;212807.96;275459.81
14.410.722/0001-29;2026-01-01;1;57882792.26;2000;0;0;57880792.26;1568465626.67;1538945154.12;0;1538945154.12;0;0;0;0;0;0;0;0;;0;0;26055981.99;0;0;0;0;0;0;;3464490.56;0;;0;0;0;69976336.38;16531217.56;53442560.17;2558.65;18031508.61;369257.41;0;13187755.92;0;0;0;0;0;3732472.93;35320994.87
14.413.342/0001-48;2026-01-01;1;25143627.83;291521.56;;;24852106.27;338592042.36;317650000;;317650000;;;;;;;;;;;;187388.57;;;;;;;;;;;20754653.79;;;1055137.61;1053620.46;;1517.15;19976880;240867.05;;;;;;;;1941208.2;22158955.25
14.423.780/0001-97;2026-01-01;1;3932899.24;14918.41;3917980.83;;;7848594.45;0;;;;;;;;;;;;;;;;;;;7848594.45;;;;;;;;;6515.08;;;6515.08;;22391.72;;;;;;;;30359.6;52751.32
14.609.653/0001-87;2026-01-01;1;272838.53;1000;0;0;271838.53;55770000;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;55770000;0;0;;0;0;;0;0;0;5253603.94;0;0;5253603.94;7812.47;32490.36;0;0;0;0;0;0;0;2085257.58;2125560.41
14.631.148/0001-39;2026-01-01;1;609123.37;494.96;608628.41;0;0;63255096;59891000;59891000;0;0;0;0;0;0;0;0;0;;0;0;0;0;3364096;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;12600;0;0;0;0;0;0;0;454524.7;467124.7
14.721.889/0001-00;2026-01-01;1;2504925.74;100;;;2504825.74;271122217.75;271122217.75;;271122217.75;;;;;;;;;;;;;;;;;;;;;;;;;;359.58;;;359.58;2337676.23;32489.13;;;;;;;;25701.91;2395867.27
14.788.492/0001-36;2026-01-01;2;15381461.56;197.5;12515909.69;0;2865354.37;1065947166.91;1057300000;0;1057300000;0;0;0;0;0;0;0;0;;0;8695418.42;0;0;0;0;-48251.51;0;0;;0;0;;0;0;0;6384460.53;7107602.78;0;-723142.25;0;355448.5;0;223075451.79;0;0;-98681.15;0;0;13706874.21;237039093.35
14.793.782/0001-78;2026-01-01;1;683644.71;636514.08;0;0;47130.63;46041440;36100000;0;36100000;0;0;0;0;0;0;0;0;;0;0;9941440;0;0;0;0;0;0;;0;0;;0;0;0;14852935.16;253698.77;14599139.15;97.24;185500;107844.63;0;0;0;0;0;0;240190.78;7293.5;540828.91
15.006.267/0001-63;2026-01-01;1;624207.93;196.2;0;0;624011.73;149928263.73;93415000.01;0;93415000.01;0;0;0;0;0;0;0;0;;0;0;56513263.72;0;0;0;0;0;0;;0;0;;0;0;0;587737.99;534399.13;0;53338.86;0;157393.67;0;0;0;0;0;0;0;106279.76;263673.43
15.006.286/0001-90;2026-01-01;1;2832434.32;5840.61;0;0;2826593.71;219900000;219900000;0;219900000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1773832.64;1677878.06;0;95954.58;1284505.06;65683.21;0;0;0;0;0;0;0;121468.67;1471656.94
15.098.422/0001-19;2026-01-01;1;806602;0;0;0;806602;180225000;180225000;0;180225000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1637917.29;1337721.56;0;300195.73;0;40111.39;0;0;0;0;0;0;0;16660043.77;16700155.16
15.333.306/0001-37;2026-01-01;1;1699789.83;200;0;0;1699589.83;169248134.66;169240000;0;169240000;0;0;0;0;0;0;0;0;;0;0;8134.66;0;0;0;0;0;0;;0;0;;0;0;0;2196388.48;1749505.68;0;446882.8;0;41771.77;0;0;0;0;0;0;0;1061126.03;1102897.8
15.348.117/0001-38;2026-01-01;1;95015.57;95015.57;0;0;0;119847813.47;119796000;0;119796000;0;0;0;0;0;0;0;0;;0;0;0;0;51813.47;0;0;0;0;;0;0;;0;0;0;106156.06;0;0;106156.06;0;36488.62;0;0;0;0;0;0;0;35192507.44;35228996.06
15.447.108/0001-02;2026-01-01;1;52591938.41;0;52591938.41;0;0;2691101616.91;2347267690.65;0;2347267690.65;0;0;0;0;0;0;0;0;;0;0;343833926.26;0;0;0;0;0;0;;0;0;;0;0;0;63085740.06;31794147.28;587577;30704015.78;0;76208.19;0;0;0;0;812649147.34;0;38589.61;8511133.39;821275078.53
15.447.110/0001-73;2026-01-01;1;4597335.99;231017.17;4366318.82;0;0;1044133342.17;1044133342.17;0;1044133342.17;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4669532.34;2841898.76;0;1827633.58;5699999.54;304201.16;0;0;0;0;8540377.27;0;0;2269824.38;16814402.35
15.461.076/0001-91;2026-01-01;1;713136.54;953.38;712183.16;0;0;111225057.59;104850717;0;104850717;0;0;0;0;0;0;0;0;;0;0;0;0;6374340.59;0;0;0;0;;0;0;;0;0;0;501009.8;0;0;501009.8;0;25000;0;0;0;0;0;0;0;0;25000
15.463.207/0001-70;2026-01-01;1;6542695.15;100;;;6542595.15;843700000;843700000;;843700000;;;;;;;;;;;;;;;;;;;;;;;;;;7408386.85;7362057.41;;46329.44;5575830;104899.06;;;;;;;;14560689.8;20241418.86
15.489.509/0001-17;2026-01-01;1;5655108.19;424.41;5654683.78;0;0;827322890;827322890;86769546;740553344;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4392204.04;4349512.07;0;42691.97;4144952.63;62461.91;0;0;0;0;0;0;0;110350.81;4317765.35
15.538.445/0001-05;2026-01-01;1;7123882.95;64.92;4191976.04;0;2931841.99;90346000;90346000;0;90346000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;890721.15;851331.07;0;39390.08;809100;33116.78;0;0;0;0;0;0;0;107271.81;949488.59
15.570.431/0001-60;2026-01-01;1;3916618.55;18023.4;3898595.15;0;0;44859000;44859000;0;44859000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;555967.25;555967.25;0;0;490000;27190.78;0;0;0;0;0;0;0;85496.32;602687.1
15.576.907/0001-70;2026-01-01;1;37520855.47;5701.9;0;0;37515153.57;1822571936.44;1562450125.73;0;1481050000;0;0;0;81400125.73;0;0;0;0;;0;0;64423712.77;0;0;0;195698097.94;0;0;;0;0;;0;0;0;56368377.28;20771109.3;25925652;9671615.98;14503971.75;844817.18;0;5385093.83;0;0;187140665.78;0;0;33591731.31;241466279.85
15.798.220/0001-80;2026-01-01;1;1295.99;1295.99;0;0;0;125000474.26;125000000;0;0;0;125000000;0;0;0;0;0;0;;0;0;474.26;0;0;0;0;0;0;;0;0;;0;0;0;52;0;0;52;0;253193.62;0;0;0;0;0;0;0;326634.48;579828.1
15.799.397/0001-09;2026-01-01;1;2144201.2;198.5;0;0;2144002.7;15282.11;0;0;0;0;0;0;0;0;0;0;0;;0;0;15282.11;0;0;0;0;0;0;;0;0;;0;0;0;123351109.27;945569.63;0;122405539.64;0;67215.19;0;0;0;0;0;0;0;2217301.58;2284516.77
16.543.270/0001-89;2026-01-01;1;1900418.89;8417.88;1892001.01;0;0;61736285.92;50000000;50000000;0;0;0;0;0;0;0;0;0;;0;0;4036285.92;0;0;0;7700000;0;0;;0;0;;0;0;0;0;0;0;0;0;83573.32;0;0;0;0;0;0;0;14523189.05;14606762.37
16.671.412/0001-93;2026-01-01;1;43397472.5;9333.87;0;0;43388138.63;618827583.26;512461084.45;0;424600000;0;0;0;87861084.45;0;0;0;0;;0;0;0;0;0;0;0;106366498.81;0;;0;0;;0;0;0;95597960.25;3239140.52;0;92358819.73;5448876.03;366714.3;0;912913.1;0;0;113299998.13;0;0;673775.07;120702276.63
16.685.929/0001-31;2026-01-01;1;108.55;108.55;0;0;0;494233101.66;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;494233101.66;0;0;;0;0;;0;0;0;0;0;0;0;0;16463866.64;0;0;0;0;0;0;0;6071325.36;22535192
16.706.958/0001-32;2026-01-01;1;1177386580.57;271747.78;1177114832.79;;;9352546799.26;0;;;;;;;;;;;;;;155316525.16;;;;;;;;8216671594.68;;;980558679.42;;;52120.63;;;52120.63;121861897.25;8652449.86;;;;;;;;18420945.63;148935292.74
16.802.320/0001-03;2026-01-01;2;607354.42;739.07;0;0;606615.35;50630063.68;50630063.68;0;50630063.68;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;284035.33;260380.28;0;23655.05;0;476958.08;0;0;0;0;0;0;0;1857728.13;2334686.21
16.802.360/0001-47;2026-01-01;1;0;0;0;0;0;12110549.61;0;0;0;0;0;0;0;12110549.61;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;677845.98;0;0;0;0;0;0;0;358985.46;1036831.44
16.841.067/0001-99;2026-01-01;1;985902.42;3234.15;982668.27;0;0;7026864.92;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;7026864.92;0;;0;0;0;1147.6;0;0;1147.6;0;14519.72;0;0;0;0;0;0;0;82603.41;97123.13
16.915.968/0001-88;2026-01-01;1;3687678.21;322.77;3664892.32;0;22463.12;623780844.16;33613924.37;692155.57;0;32921768.8;0;0;0;0;0;0;0;;0;0;148326298;0;0;0;0;441840621.79;0;;0;0;;0;0;0;40563754.43;0;363084.15;40200670.28;6638482.2;800085.26;0;0;0;0;0;0;0;496.95;7439064.41
16.924.913/0001-34;2026-01-01;1;15727.25;4713.29;0;0;11013.96;5378000;5378000;0;5378000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;33.75;0;0;33.75;0;20224.35;0;0;0;0;0;0;0;0;20224.35
16.929.519/0001-99;2026-01-01;1;1311440.66;2000;;;1309440.66;11810453.64;0;;;;;;;;;;;;;;;;;;11810453.64;;;;;;;;;;127594.97;;;127594.97;;8253.38;;;;;;;;36198.31;44451.69
17.007.443/0001-07;2026-01-01;1;5522584.59;0;0;0;5522584.59;81258750.24;68500000;0;68500000;0;0;0;0;0;0;0;0;;0;0;12758750.24;0;0;0;0;0;0;;0;0;;0;0;0;590817.12;0;0;590817.12;0;54595.19;0;0;0;0;0;0;0;855279.24;909874.43
17.025.970/0001-44;2026-01-01;1;8048965.98;9927.97;0;0;8039038.01;681850000;681850000;0;681850000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3973201.75;3972960.8;0;240.95;3717521.77;57351.72;0;0;0;0;0;0;0;3499033.19;7273906.68
17.098.794/0001-70;2026-01-01;1;11295643.02;20390.15;11275252.87;0;0;127313552.21;0;0;0;0;0;0;0;0;0;0;0;;0;0;127313552.21;0;0;0;0;0;0;;0;0;;0;0;0;5980.7;0;0;5980.7;976971.2;137052.87;0;0;0;0;0;0;0;70672.71;1184696.78
17.144.039/0001-85;2026-01-01;1;1454043.46;5000.98;0;0;1449042.48;100901292.6;100901292.6;0;100901292.6;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;537734.66;421567.45;0;116167.21;226400.1;70233.25;0;0;0;0;0;0;0;574221.17;870854.52
17.156.502/0001-09;2026-01-01;1;79601946.62;2464.96;78046119.06;0;1553362.6;265963007.88;0;0;0;0;0;0;0;0;9029254.98;0;0;;0;0;33474553.98;0;0;0;0;0;0;;223459198.92;0;;0;0;0;14921472.96;0;0;14921472.96;3728375;29778.53;340343.26;0;0;0;0;0;0;279705.17;4378201.96
17.161.979/0001-82;2026-01-01;1;24255101.17;637.6;0;0;24254463.57;726087500;721279000;0;721279000;0;0;0;0;0;0;0;0;;0;0;4808500;0;0;0;0;0;0;;0;0;;0;0;0;8854773.34;7997891.17;0;856882.17;17376023.08;112129.26;0;0;0;266281.38;0;0;0;92731608.2;110486041.92
17.282.011/0001-04;2026-01-01;2;9141531.3;-1868.55;0;0;9143399.85;703603597.83;703603597.83;0;703603597.83;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3489737.85;3381634.12;0;108103.73;0;546403.62;0;140000000;0;0;37093532.44;0;0;805364.07;178445300.13
17.308.805/0001-08;2026-01-01;1;751564.32;199.45;751364.87;0;0;27823912.95;27823912.95;0;27823912.95;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11879601.53;1312836.96;0;10566764.57;0;29062.9;0;0;0;0;0;0;0;40825.45;69888.35
17.311.079/0001-74;2026-01-01;1;176171.32;31544.26;0;0;144627.06;74688000.02;74688000.02;0;74688000.02;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;48809.77;48792.34;0;17.43;0;2052532;0;0;0;0;0;0;0;177206.9;2229738.9
17.329.029/0001-14;2026-01-01;1;14695422.99;0;0;0;14695422.99;234037769.44;0;0;0;0;0;0;0;0;0;0;0;;0;0;234037769.44;0;0;0;0;0;0;;0;0;;0;0;0;440130.85;0;0;440130.85;2029732.21;124336.9;165653.43;0;0;0;0;0;0;28902.22;2348624.76
17.374.696/0001-19;2026-01-01;1;6588597.19;6588597.19;0;0;0;582866762.5;240350000;0;240350000;0;0;0;0;0;0;0;0;;0;0;319044444.77;0;2607512.25;0;450000;0;0;;20414805.48;0;;0;0;0;8660369.44;0;0;8660369.44;4353256.26;479633.54;0;0;0;0;0;0;0;16806700.97;21639590.77
17.554.274/0001-25;2026-01-01;1;177549511.9;104837406.99;;;72712104.91;3949273277.97;3730220081.58;;3730220081.58;;;;;;;;;;;;117576299.34;;;;3040120.27;;;;98436776.78;;;;;;51347033.48;34546889.43;;16800144.05;16800144.05;3129443.96;;7668181.64;9000000;;602146795.72;;;136103187.64;774847753.01
17.568.605/0001-86;2026-01-01;1;5681893.41;199.42;5681693.99;0;0;324741854.44;324741854.44;0;324741854.44;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13690629.18;9594619.09;0;4096010.09;0;31888.64;0;0;0;0;0;0;174434.65;880218.35;1086541.64
17.590.518/0001-25;2026-01-01;1;1203996.93;2000;;;1201996.93;197426434.56;190703229;;190703229;;;;;;;;;;;;;;;;;;;;6723205.56;;;;;;2802966.39;2802966.39;;;1368000;55736.73;;;;;;;;73127.45;1496864.18
17.655.102/0001-48;2026-01-01;1;1094915.3;1100;;;1093815.3;200324193.46;0;;;;;;;;;;;;;;;;;;200324193.46;;;;;;;;;;52372299.52;;2652723.48;49719576.04;;182701.45;;100220;;;;;;24162550.03;24445471.48
17.655.115/0001-17;2026-01-01;1;6919464.53;1100;;;6918364.53;559308381.8;559308381.8;;559308381.8;;;;;;;;;;;;;;;;;;;;;;;;;;2761264.9;2761264.9;;;;18892.39;;;;;;;;865666.38;884558.77
17.786.606/0001-05;2026-01-01;1;622.27;13.59;0;0;608.68;-1681667.32;0;0;0;0;0;0;0;0;0;0;0;;0;0;-1681667.32;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;261468.2;0;0;0;0;0;0;0;658620.9;920089.1
17.854.016/0001-64;2026-01-01;1;14546.44;14546.44;0;0;0;61660000;61660000;0;61660000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;38596.8;24527.88;0;14068.92;0;1501320.87;0;0;3500000;0;0;0;0;1556320.16;6557641.03
17.870.926/0001-30;2026-01-01;1;5815099.79;1000;0;0;5814099.79;72512183.15;0;0;0;0;0;0;0;0;0;0;0;;0;0;23797891.66;0;0;0;0;0;0;;48714291.49;0;;0;0;0;0;0;0;0;587818.23;64565.44;0;0;0;0;0;0;0;54602.5;706986.17
18.085.673/0001-57;2026-01-01;1;7928102.8;0;5889444.32;0;2038658.48;143564435.33;0;0;0;0;0;0;0;0;0;0;0;;0;0;18928.06;0;0;0;0;0;0;;143545507.27;0;;0;0;0;16099.18;0;0;16099.18;0;138283.55;0;0;0;0;0;0;0;34324.15;172607.7
18.259.637/0001-62;2026-01-01;1;84442.75;200;0;0;84242.75;28492000;28492000;0;28492000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;40942.59;39870.05;0;1072.54;0;21796.16;0;0;0;0;0;0;0;57456.28;79252.44
18.265.829/0001-81;2026-01-01;1;0;;;;;54050000;54050000;5200000;48850000;;;;;;;;;;;;;;;;;;;;;;;;;;43475.3;;;43475.3;;2424163.15;;16850000;;;;;;37356553.24;56630716.39
18.289.950/0001-43;2026-01-01;1;19768818.96;10000;0;0;19758818.96;73840000;73840000;0;73840000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;446862.21;442612.21;0;4250;0;10255.62;0;0;0;0;0;0;0;177179.19;187434.81
18.307.582/0001-19;2026-01-01;1;25418058.28;2000;5999202.63;;19416855.65;1766164187.3;0;;;;;;;;;;;;;;1766164187.3;;;;;;;;;;;;;;20334073.65;;;20334073.65;13547100;748739.54;;;;;;;;568517.87;14864357.41
18.308.516/0001-63;2026-01-01;1;9645052.34;0;0;0;9645052.34;590777950.73;590735621.12;0;0;590735621.12;0;0;0;0;0;0;0;;0;0;42329.61;0;0;0;0;0;0;;0;0;;0;0;0;7083.5;0;0;7083.5;0;291622.46;0;0;0;0;0;0;0;102412.19;394034.65
18.311.024/0001-27;2026-01-01;1;383992.46;0.01;0;0;383992.45;10837315.76;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;10837315.76;0;0;;0;0;;0;0;0;0;0;0;0;48081.45;6500;0;0;0;0;0;0;0;0;54581.45
18.312.285/0001-61;2026-01-01;1;6121364.68;0;0;0;6121364.68;971200000;971200000;0;971200000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5086603.08;3879861.63;0;1206741.45;0;29995.92;0;0;0;0;587821136.21;0;0;15268403.27;603119535.4
18.330.535/0001-96;2026-01-01;1;9328272.03;0;9328272.03;0;0;120317;120317;0;120317;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;267860871.44;1001664.39;0;266859207.05;0;174665.77;0;0;0;0;0;0;0;159046.16;333711.93
18.369.510/0001-04;2026-01-01;1;1052997.42;0;0;0;1052997.42;90218632.4;90218632.4;77968000;0;0;0;0;12250632.4;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;25876.15;0;0;25876.15;167376.99;19550.58;0;0;0;0;0;0;0;363739.96;550667.53
18.497.672/0001-10;2026-01-01;1;956777.16;1522.68;955254.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14.14;0;0;14.14;0;0;0;0;0;0;0;0;0;634.5;634.5
18.647.268/0001-85;2026-01-01;1;0;0;0;0;0;17192863.77;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;17192863.77;0;;0;0;;0;0;0;1721.41;0;0;1721.41;0;0;0;0;0;0;0;0;0;56699.1;56699.1
18.730.914/0001-73;2026-01-01;1;2324100.61;0;0;0;2324100.61;55325830;0;0;0;0;0;0;0;0;0;0;0;;0;0;55325830;0;0;0;0;0;0;;0;0;;0;0;0;18816447.37;0;18714390.16;102057.21;0;4000;0;0;0;0;0;0;0;151489.49;155489.49
